"stations","ptero_annual_cor","ptero_annual_cor_lwr","ptero_annual_cor_upr","hetero_annual_cor","hetero_annual_cor_lwr","hetero_annual_cor_upr","foram_annual_cor","foram_annual_cor_lwr","foram_annual_cor_upr","coco_annual_cor","coco_annual_cor_lwr","coco_annual_cor_upr","calcite_annual_cor","calcite_annual_cor_lwr","calcite_annual_cor_upr","aragonite_annual_cor","aragonite_annual_cor_lwr","aragonite_annual_cor_upr","tot_annual_cor","tot_annual_cor_lwr","tot_annual_cor_upr"
1e-05,0.0319792958906205,0.0184995259514392,0.0677218620658815,0.000920416928277762,0.000527557008082909,0.00193655650663967,0.00803541521613378,0.00535025789834357,0.0153373546676687,0.341642024631583,0.179528146375639,2.001954621169,0.350160529616396,0.18817407828635,2.00936585481106,0.032952064702759,0.0195231000344379,0.0688462091909663,0.387747634842738,0.220307175296214,2.04930265040431
2e-05,0.016260591092648,0.0095489978314929,0.0347384873869638,0.00218262360359111,0.00126066040164637,0.004618948334059,0.00169914453115212,0.00113021939677487,0.00321939269606838,0.198460679727876,0.10414309127628,1.15675922944112,0.200272343314767,0.106093768432566,1.15823343815084,0.0187242255504966,0.0117233444993871,0.0373633922288383,0.221182849050447,0.124553383426108,1.17499694781719
3e-05,0.0175534933284552,0.0100377315170543,0.037004196177685,0.000924396674784224,0.000528159790864527,0.00195511554532833,0.000464194754641002,0.000309339783131711,0.000879529931755705,0.851392645817735,0.44862881194787,4.9441511782546,0.851963122428751,0.448975946665786,4.94450810331951,0.0185888085004594,0.0110056512077094,0.0381562758791374,0.871796132551252,0.467638316860561,4.9613095666928
4e-05,0.042618632399977,0.0243890130955673,0.0912575638218779,0.00491370536380097,0.00283329902979718,0.0102184379115442,0.118075522220998,0.0786620052402208,0.225040065663131,0.795563082288681,0.414891379246894,4.59984667777119,0.923776690349204,0.528302628990588,4.72444271199097,0.0482557480620092,0.0292454567326488,0.0964388621608532,0.978805739743869,0.577262646068873,4.77265171915976
5e-05,0.227298416141328,0.131231230176888,0.477906015363991,0,0,0,0.0338297037087338,0.0225094037652828,0.0639598632787198,0.589209822919385,0.308227151854133,3.43880693885855,0.626483267388778,0.342710620682957,3.47596589771896,0.227298416141328,0.131231230176888,0.477906015363991,0.899243666204036,0.53353106692787,3.72587836497588
